odor,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,class
n,b,u,s,s,g,g,p,n,e
c,n,p,s,s,w,w,p,k,p
n,b,p,s,s,w,p,p,n,e
f,b,h,k,k,p,p,l,h,p
n,b,u,s,s,p,p,p,k,e
n,b,u,s,s,p,g,p,k,e
n,b,n,s,s,w,p,p,k,e
c,n,u,s,s,w,w,p,n,p
c,n,p,s,s,w,w,p,n,p
n,b,w,s,s,p,w,p,k,e
n,b,p,s,s,w,w,p,k,e
n,b,u,s,s,p,g,p,k,e
f,b,h,k,k,n,b,l,h,p
n,b,w,s,s,g,g,p,k,e
f,b,p,k,k,p,n,l,h,p
n,b,w,s,s,g,p,p,n,e
f,b,h,k,k,n,p,l,h,p
n,b,u,s,s,p,w,p,n,e
n,b,u,s,s,w,w,p,k,e
n,b,w,s,s,w,w,p,n,e
f,b,h,k,k,p,n,l,h,p
n,b,u,s,s,g,g,p,k,e
n,b,p,s,s,g,g,p,n,e
n,b,n,s,s,p,g,p,n,e
c,n,u,s,s,w,w,p,k,p
n,b,p,s,s,w,p,p,k,e
n,b,n,s,s,p,p,p,k,e
n,b,u,s,s,w,g,p,n,e
n,b,n,s,s,g,p,p,k,e
n,b,u,s,s,p,w,p,k,e
f,b,p,k,k,p,n,l,h,p
n,b,n,s,s,p,w,p,k,e
f,b,g,k,k,b,n,l,h,p
n,b,n,s,s,g,w,p,k,e
n,b,p,s,s,p,p,p,n,e
f,b,h,k,k,b,p,l,h,p
n,b,w,s,s,w,p,p,n,e
f,b,p,k,k,n,p,l,h,p
n,b,w,s,s,p,p,p,k,e
c,n,g,s,s,w,w,p,n,p
n,b,u,s,s,p,w,p,k,e
n,b,u,s,s,g,w,p,k,e
n,b,n,s,s,g,w,p,k,e
n,b,n,s,s,p,w,p,k,e
n,b,w,s,s,p,g,p,n,e
c,n,n,s,s,w,w,p,k,p
f,b,h,k,k,b,p,l,h,p
n,b,w,s,s,p,w,p,n,e
n,b,w,s,s,w,g,p,n,e
c,n,u,s,s,w,w,p,n,p
n,b,p,s,s,g,g,p,n,e
n,b,p,s,s,p,w,p,k,e
n,b,p,s,s,p,w,p,k,e
n,b,w,s,s,w,w,p,k,e
n,b,n,s,s,p,g,p,n,e
c,n,p,s,s,w,w,p,n,p
n,b,n,s,s,g,g,p,k,e
f,b,p,k,k,b,p,l,h,p
n,b,p,s,s,p,w,p,k,e
n,b,p,s,s,g,g,p,k,e
c,n,n,s,s,w,w,p,k,p
n,b,p,s,s,p,w,p,n,e
n,b,w,s,s,w,w,p,n,e
f,b,g,k,k,p,n,l,h,p
n,b,w,s,s,g,p,p,n,e
n,b,u,s,s,p,g,p,n,e
n,b,n,s,s,p,g,p,k,e
c,n,n,s,s,w,w,p,n,p
f,b,h,k,k,p,p,l,h,p
n,b,p,s,s,p,w,p,k,e
n,b,p,s,s,g,w,p,k,e
c,n,p,s,s,w,w,p,n,p
n,b,u,s,s,w,g,p,n,e
n,b,n,s,s,w,w,p,k,e
n,b,u,s,s,g,w,p,k,e
n,b,n,s,s,w,w,p,n,e
n,b,w,s,s,w,p,p,n,e
n,b,u,s,s,g,p,p,n,e
c,n,p,s,s,w,w,p,k,p
n,b,p,s,s,w,p,p,k,e
f,b,p,k,k,n,n,l,h,p
c,n,p,s,s,w,w,p,n,p
n,b,w,s,s,w,w,p,k,e
f,b,p,k,k,n,n,l,h,p
c,n,n,s,s,w,w,p,k,p
n,b,p,s,s,p,g,p,k,e
n,b,u,s,s,g,g,p,k,e
n,b,w,s,s,g,p,p,n,e
n,b,w,s,s,g,w,p,n,e
f,b,p,k,k,b,n,l,h,p
n,b,u,s,s,g,w,p,n,e
f,b,p,k,k,b,p,l,h,p
n,b,u,s,s,g,w,p,n,e
n,b,w,s,s,p,g,p,n,e
f,b,p,k,k,n,p,l,h,p
n,b,p,s,s,p,g,p,k,e
f,b,g,k,k,p,n,l,h,p
n,b,u,s,s,g,g,p,n,e
n,b,u,s,s,w,w,p,n,e
n,b,p,s,s,g,g,p,k,e
n,b,n,s,s,w,w,p,n,e
n,b,n,s,s,g,w,p,k,e
n,b,n,s,s,g,p,p,n,e
n,b,w,s,s,g,g,p,n,e
n,b,p,s,s,p,w,p,n,e
f,b,g,k,k,b,b,l,h,p
n,b,u,s,s,w,g,p,k,e
c,n,n,s,s,w,w,p,k,p
n,b,w,s,s,g,w,p,n,e
n,b,w,s,s,w,g,p,k,e
n,b,p,s,s,p,g,p,k,e
n,b,p,s,s,p,p,p,k,e
n,b,p,s,s,p,p,p,n,e
n,b,p,s,s,g,g,p,n,e
c,n,g,s,s,w,w,p,k,p
n,b,n,s,s,p,p,p,n,e
n,b,n,s,s,w,g,p,k,e
n,b,w,s,s,p,g,p,k,e
f,b,g,k,k,n,n,l,h,p
n,b,w,s,s,p,p,p,n,e
n,b,n,s,s,g,g,p,k,e
f,b,g,k,k,p,b,l,h,p
n,b,n,s,s,p,g,p,k,e
f,b,h,k,k,p,b,l,h,p
n,b,w,s,s,w,p,p,k,e
n,b,w,s,s,g,w,p,k,e
n,b,p,s,s,p,w,p,k,e
n,b,u,s,s,w,g,p,k,e
f,b,p,k,k,b,n,l,h,p
c,n,g,s,s,w,w,p,k,p
f,b,p,k,k,b,n,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,p,k,k,b,b,l,h,p
n,b,u,s,s,w,w,p,k,e
f,b,g,k,k,b,n,l,h,p
n,b,p,s,s,w,p,p,k,e
n,b,w,s,s,p,g,p,n,e
n,b,n,s,s,w,g,p,k,e
f,b,p,k,k,n,b,l,h,p
n,b,n,s,s,w,w,p,k,e
c,n,u,s,s,w,w,p,n,p
n,b,w,s,s,w,w,p,n,e
n,b,n,s,s,g,p,p,k,e
n,b,n,s,s,w,g,p,k,e
n,b,p,s,s,w,w,p,n,e
f,b,h,k,k,p,n,l,h,p
f,b,h,k,k,p,n,l,h,p
n,b,n,s,s,p,g,p,k,e
n,b,u,s,s,p,w,p,n,e
f,b,p,k,k,p,p,l,h,p
n,b,w,s,s,p,g,p,n,e
c,n,g,s,s,w,w,p,n,p
n,b,n,s,s,w,w,p,n,e
n,b,n,s,s,g,p,p,k,e
f,b,g,k,k,n,n,l,h,p
n,b,w,s,s,g,g,p,k,e
c,n,u,s,s,w,w,p,k,p
f,b,h,k,k,b,p,l,h,p
n,b,n,s,s,w,p,p,n,e
f,b,g,k,k,n,b,l,h,p
n,b,p,s,s,p,g,p,k,e
n,b,u,s,s,p,w,p,n,e
n,b,w,s,s,g,p,p,n,e
n,b,w,s,s,w,p,p,n,e
n,b,u,s,s,w,p,p,n,e
n,b,p,s,s,g,g,p,k,e
n,b,u,s,s,w,g,p,k,e
n,b,n,s,s,p,w,p,k,e
f,b,p,k,k,p,n,l,h,p
n,b,u,s,s,p,p,p,k,e
n,b,u,s,s,g,w,p,n,e
f,b,g,k,k,n,b,l,h,p
f,b,p,k,k,p,b,l,h,p
f,b,p,k,k,b,n,l,h,p
n,b,u,s,s,g,p,p,n,e
n,b,p,s,s,w,p,p,k,e
f,b,p,k,k,n,n,l,h,p
f,b,p,k,k,p,b,l,h,p
f,b,p,k,k,b,b,l,h,p
n,b,w,s,s,p,w,p,n,e
c,n,n,s,s,w,w,p,n,p
n,b,n,s,s,p,p,p,n,e
f,b,h,k,k,n,b,l,h,p
n,b,u,s,s,g,p,p,n,e
n,b,u,s,s,w,p,p,k,e
f,b,h,k,k,b,b,l,h,p
n,b,p,s,s,w,w,p,k,e
c,n,g,s,s,w,w,p,n,p
n,b,p,s,s,w,g,p,k,e
n,b,p,s,s,p,p,p,n,e
n,b,p,s,s,p,p,p,n,e
f,b,g,k,k,p,b,l,h,p
n,b,u,s,s,w,w,p,n,e
n,b,p,s,s,w,g,p,n,e
c,n,g,s,s,w,w,p,k,p
n,b,u,s,s,w,w,p,k,e
n,b,u,s,s,g,p,p,k,e
n,b,w,s,s,w,w,p,n,e
n,b,u,s,s,g,p,p,n,e
f,b,h,k,k,b,b,l,h,p
n,b,p,s,s,p,g,p,n,e
n,b,n,s,s,w,g,p,k,e
n,b,u,s,s,p,p,p,k,e
c,n,n,s,s,w,w,p,k,p
n,b,n,s,s,p,p,p,k,e
n,b,p,s,s,g,p,p,k,e
n,b,n,s,s,w,p,p,k,e
c,n,u,s,s,w,w,p,k,p
f,b,h,k,k,n,n,l,h,p
n,b,w,s,s,w,p,p,n,e
f,b,g,k,k,p,p,l,h,p
c,n,n,s,s,w,w,p,n,p
n,b,w,s,s,g,g,p,k,e
n,b,p,s,s,w,w,p,n,e
n,b,n,s,s,w,w,p,n,e
n,b,w,s,s,w,p,p,n,e
c,n,p,s,s,w,w,p,n,p
n,b,u,s,s,w,w,p,n,e
f,b,g,k,k,p,b,l,h,p
n,b,w,s,s,g,w,p,n,e
n,b,p,s,s,p,g,p,n,e
c,n,u,s,s,w,w,p,k,p
n,b,n,s,s,w,g,p,n,e
c,n,g,s,s,w,w,p,n,p
n,b,n,s,s,w,p,p,n,e
f,b,p,k,k,b,b,l,h,p
n,b,w,s,s,g,w,p,k,e
c,n,p,s,s,w,w,p,n,p
f,b,p,k,k,p,n,l,h,p
n,b,u,s,s,w,g,p,n,e
n,b,w,s,s,g,w,p,k,e
c,n,u,s,s,w,w,p,n,p
f,b,p,k,k,n,n,l,h,p
n,b,n,s,s,w,w,p,n,e
f,b,p,k,k,n,b,l,h,p
n,b,w,s,s,p,p,p,k,e
n,b,u,s,s,w,p,p,k,e
f,b,h,k,k,b,n,l,h,p
n,b,n,s,s,w,w,p,k,e
n,b,p,s,s,w,w,p,k,e
n,b,w,s,s,g,g,p,n,e
n,b,w,s,s,g,p,p,k,e
f,b,g,k,k,p,b,l,h,p
n,b,u,s,s,g,w,p,n,e
n,b,w,s,s,p,w,p,k,e
n,b,p,s,s,p,p,p,n,e
n,b,p,s,s,p,w,p,n,e
n,b,w,s,s,g,w,p,k,e
f,b,p,k,k,b,b,l,h,p
c,n,g,s,s,w,w,p,n,p
f,b,g,k,k,n,b,l,h,p
n,b,u,s,s,p,g,p,n,e
n,b,p,s,s,p,g,p,k,e
n,b,u,s,s,p,g,p,n,e
n,b,w,s,s,p,p,p,n,e
n,b,w,s,s,g,p,p,n,e
n,b,n,s,s,g,g,p,k,e
n,b,n,s,s,w,g,p,k,e
f,b,h,k,k,n,n,l,h,p
n,b,w,s,s,p,p,p,n,e
n,b,p,s,s,w,w,p,n,e
f,b,p,k,k,p,n,l,h,p
c,n,p,s,s,w,w,p,k,p
c,n,p,s,s,w,w,p,k,p
n,b,u,s,s,w,g,p,n,e
f,b,h,k,k,p,p,l,h,p
c,n,n,s,s,w,w,p,n,p
n,b,w,s,s,g,w,p,n,e
n,b,u,s,s,w,w,p,n,e
n,b,p,s,s,g,p,p,k,e
f,b,p,k,k,b,n,l,h,p
n,b,u,s,s,g,g,p,n,e
n,b,w,s,s,w,w,p,n,e
n,b,u,s,s,p,w,p,n,e
f,b,p,k,k,p,p,l,h,p
c,n,n,s,s,w,w,p,n,p
n,b,u,s,s,w,p,p,k,e
c,n,g,s,s,w,w,p,n,p
c,n,u,s,s,w,w,p,n,p
f,b,h,k,k,p,b,l,h,p
n,b,n,s,s,w,p,p,n,e
n,b,n,s,s,g,g,p,k,e
f,b,p,k,k,b,p,l,h,p
n,b,u,s,s,g,w,p,k,e
n,b,w,s,s,w,p,p,n,e
n,b,u,s,s,p,w,p,n,e
n,b,n,s,s,g,w,p,n,e
n,b,u,s,s,w,p,p,k,e
n,b,u,s,s,w,p,p,k,e
n,b,w,s,s,p,w,p,k,e
n,b,w,s,s,g,g,p,n,e
n,b,n,s,s,p,p,p,n,e
n,b,w,s,s,w,p,p,n,e
n,b,w,s,s,w,g,p,k,e
n,b,p,s,s,p,w,p,n,e
n,b,p,s,s,w,p,p,n,e
n,b,p,s,s,g,p,p,n,e
n,b,n,s,s,g,w,p,k,e
n,b,p,s,s,w,p,p,k,e
f,b,h,k,k,n,n,l,h,p
n,b,p,s,s,w,p,p,n,e
n,b,n,s,s,w,g,p,k,e
n,b,w,s,s,p,p,p,n,e
n,b,w,s,s,g,p,p,k,e
n,b,w,s,s,p,g,p,n,e
f,b,h,k,k,p,n,l,h,p
n,b,w,s,s,p,w,p,n,e
f,b,g,k,k,p,b,l,h,p
n,b,u,s,s,p,p,p,n,e
n,b,n,s,s,g,g,p,n,e
n,b,u,s,s,p,w,p,k,e
f,b,h,k,k,p,b,l,h,p
n,b,n,s,s,g,w,p,n,e
n,b,p,s,s,g,g,p,n,e
f,b,h,k,k,b,n,l,h,p
n,b,w,s,s,g,w,p,k,e
c,n,u,s,s,w,w,p,k,p
n,b,w,s,s,p,w,p,n,e
c,n,g,s,s,w,w,p,k,p
n,b,n,s,s,w,p,p,k,e
c,n,n,s,s,w,w,p,n,p
n,b,p,s,s,p,p,p,n,e
n,b,u,s,s,w,g,p,n,e
n,b,p,s,s,p,w,p,k,e
n,b,w,s,s,g,w,p,n,e
c,n,p,s,s,w,w,p,k,p
n,b,n,s,s,p,w,p,k,e
n,b,n,s,s,g,g,p,k,e
c,n,n,s,s,w,w,p,k,p
n,b,u,s,s,p,p,p,k,e
c,n,u,s,s,w,w,p,n,p
n,b,w,s,s,p,g,p,k,e
f,b,g,k,k,b,p,l,h,p
n,b,p,s,s,g,p,p,n,e
f,b,h,k,k,n,p,l,h,p
n,b,n,s,s,p,p,p,k,e
n,b,u,s,s,p,p,p,n,e
n,b,u,s,s,p,p,p,k,e
c,n,g,s,s,w,w,p,k,p
f,b,h,k,k,n,p,l,h,p
n,b,p,s,s,g,p,p,n,e
n,b,w,s,s,w,w,p,k,e
n,b,n,s,s,w,w,p,k,e
n,b,p,s,s,g,w,p,n,e
n,b,u,s,s,w,w,p,k,e
n,b,n,s,s,w,p,p,n,e
f,b,g,k,k,n,p,l,h,p
n,b,u,s,s,g,p,p,n,e
n,b,u,s,s,w,p,p,k,e
n,b,n,s,s,p,w,p,k,e
c,n,n,s,s,w,w,p,k,p
n,b,p,s,s,g,p,p,k,e
n,b,p,s,s,w,w,p,n,e
f,b,p,k,k,n,b,l,h,p
n,b,n,s,s,p,w,p,n,e
c,n,n,s,s,w,w,p,k,p
n,b,n,s,s,p,p,p,k,e
c,n,n,s,s,w,w,p,k,p
f,b,g,k,k,p,p,l,h,p
f,b,h,k,k,b,p,l,h,p
n,b,u,s,s,g,g,p,n,e
n,b,p,s,s,w,g,p,n,e
n,b,p,s,s,p,w,p,n,e
n,b,p,s,s,w,g,p,k,e
f,b,h,k,k,b,n,l,h,p
n,b,u,s,s,p,w,p,n,e
n,b,n,s,s,g,p,p,k,e
f,b,g,k,k,n,n,l,h,p
n,b,u,s,s,w,g,p,k,e
c,n,p,s,s,w,w,p,n,p
n,b,u,s,s,g,w,p,k,e
n,b,w,s,s,g,g,p,n,e
n,b,n,s,s,p,w,p,n,e
n,b,w,s,s,w,p,p,k,e
n,b,n,s,s,w,w,p,n,e
n,b,u,s,s,p,w,p,k,e
c,n,p,s,s,w,w,p,k,p
n,b,u,s,s,w,p,p,n,e
f,b,p,k,k,b,n,l,h,p
n,b,n,s,s,w,p,p,k,e
n,b,w,s,s,g,w,p,n,e
n,b,n,s,s,p,g,p,n,e
c,n,u,s,s,w,w,p,n,p
c,n,n,s,s,w,w,p,n,p
n,b,n,s,s,w,w,p,n,e
n,b,w,s,s,p,g,p,k,e
n,b,w,s,s,g,p,p,k,e
n,b,u,s,s,g,p,p,n,e
f,b,p,k,k,n,p,l,h,p
c,n,n,s,s,w,w,p,k,p
n,b,w,s,s,w,w,p,k,e
n,b,w,s,s,g,g,p,k,e
c,n,u,s,s,w,w,p,k,p
c,n,p,s,s,w,w,p,k,p
n,b,p,s,s,p,p,p,k,e
f,b,h,k,k,b,p,l,h,p
c,n,p,s,s,w,w,p,n,p
f,b,h,k,k,n,p,l,h,p
c,n,n,s,s,w,w,p,n,p
n,b,w,s,s,p,g,p,k,e
c,n,u,s,s,w,w,p,k,p
n,b,n,s,s,g,p,p,n,e
c,n,n,s,s,w,w,p,k,p
c,n,p,s,s,w,w,p,k,p
n,b,p,s,s,g,g,p,k,e
c,n,n,s,s,w,w,p,k,p
c,n,n,s,s,w,w,p,k,p
n,b,u,s,s,w,g,p,n,e
n,b,u,s,s,g,w,p,n,e
c,n,g,s,s,w,w,p,n,p
n,b,p,s,s,w,g,p,k,e
c,n,n,s,s,w,w,p,n,p
n,b,w,s,s,g,g,p,k,e
f,b,h,k,k,n,b,l,h,p
f,b,g,k,k,b,b,l,h,p
n,b,n,s,s,p,g,p,k,e
f,b,g,k,k,n,b,l,h,p
n,b,p,s,s,g,w,p,n,e
f,b,g,k,k,n,n,l,h,p
f,b,p,k,k,n,p,l,h,p
n,b,n,s,s,w,w,p,k,e
n,b,w,s,s,g,g,p,k,e
c,n,p,s,s,w,w,p,n,p
n,b,n,s,s,w,w,p,n,e
f,b,p,k,k,b,p,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,p,k,k,n,p,l,h,p
f,b,p,k,k,p,b,l,h,p
c,n,g,s,s,w,w,p,n,p
f,b,h,k,k,b,n,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,h,k,k,p,n,l,h,p
f,b,g,k,k,n,n,l,h,p
n,b,n,s,s,w,g,p,k,e
f,b,g,k,k,b,n,l,h,p
f,b,p,k,k,n,b,l,h,p
f,b,g,k,k,p,b,l,h,p
n,b,w,s,s,w,w,p,k,e
n,b,n,s,s,w,g,p,n,e
n,b,n,s,s,w,p,p,n,e
f,b,h,k,k,n,p,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,h,k,k,n,b,l,h,p
n,b,w,s,s,p,w,p,k,e
f,b,p,k,k,n,b,l,h,p
n,b,n,s,s,g,w,p,k,e
n,b,p,s,s,g,w,p,k,e
n,b,w,s,s,g,p,p,n,e
f,b,p,k,k,b,b,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,h,k,k,b,n,l,h,p
n,b,p,s,s,g,p,p,n,e
f,b,h,k,k,p,n,l,h,p
f,b,h,k,k,p,b,l,h,p
f,b,g,k,k,p,p,l,h,p
f,b,g,k,k,p,b,l,h,p
f,b,p,k,k,n,n,l,h,p
f,b,h,k,k,b,b,l,h,p
c,n,g,s,s,w,w,p,n,p
f,b,p,k,k,n,n,l,h,p
n,b,u,s,s,g,g,p,k,e
n,b,n,s,s,g,p,p,k,e
c,n,n,s,s,w,w,p,n,p
f,b,h,k,k,b,b,l,h,p
f,b,p,k,k,b,p,l,h,p
n,b,p,s,s,w,p,p,k,e
n,b,p,s,s,w,g,p,n,e
f,b,p,k,k,b,b,l,h,p
n,b,u,s,s,w,g,p,n,e
f,b,g,k,k,n,p,l,h,p
f,b,g,k,k,n,n,l,h,p
n,b,p,s,s,g,g,p,n,e
f,b,h,k,k,n,n,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,p,k,k,p,p,l,h,p
f,b,g,k,k,p,b,l,h,p
c,n,n,s,s,w,w,p,n,p
c,n,g,s,s,w,w,p,k,p
f,b,g,k,k,b,p,l,h,p
f,b,h,k,k,b,p,l,h,p
f,b,h,k,k,p,n,l,h,p
n,b,u,s,s,w,w,p,n,e
f,b,w,f,s,w,w,p,h,p
f,b,g,k,k,p,b,l,h,p
n,b,w,s,s,p,p,p,k,e
f,b,g,k,k,p,b,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,h,k,k,b,n,l,h,p
f,b,h,k,k,b,p,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,p,k,k,p,n,l,h,p
c,n,g,s,s,w,w,p,k,p
f,b,g,k,k,b,n,l,h,p
f,b,p,k,k,b,b,l,h,p
n,b,u,s,s,p,p,p,n,e
n,b,w,s,s,p,w,p,k,e
f,b,g,k,k,n,b,l,h,p
c,n,u,s,s,w,w,p,n,p
f,b,p,k,k,n,n,l,h,p
f,b,h,k,k,b,b,l,h,p
c,n,u,s,s,w,w,p,k,p
n,b,w,s,s,w,p,p,n,e
f,b,p,k,k,b,n,l,h,p
c,n,p,s,s,w,w,p,k,p
f,b,p,f,s,w,w,p,h,p
f,b,p,k,k,n,n,l,h,p
n,b,e,s,s,e,w,e,w,e
f,b,g,k,k,n,p,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,h,k,k,p,p,l,h,p
n,b,u,s,s,p,g,p,n,e
f,b,h,k,k,p,p,l,h,p
f,b,h,k,k,p,p,l,h,p
f,b,p,k,k,n,n,l,h,p
c,n,u,s,s,w,w,p,n,p
c,n,u,s,s,w,w,p,n,p
f,b,p,k,k,p,n,l,h,p
f,b,h,s,s,w,w,p,h,p
f,b,h,k,k,p,b,l,h,p
n,b,n,s,s,p,g,p,k,e
f,b,p,k,k,b,b,l,h,p
n,b,p,s,s,p,p,p,k,e
f,b,p,k,k,p,b,l,h,p
n,b,n,s,s,g,w,p,k,e
n,b,w,s,s,g,p,p,k,e
f,b,g,k,k,n,p,l,h,p
f,b,h,k,k,b,p,l,h,p
n,b,w,s,s,g,g,p,n,e
f,b,p,k,k,b,b,l,h,p
n,b,w,s,s,p,p,p,k,e
n,b,w,s,s,w,g,p,k,e
n,b,w,s,s,g,g,p,n,e
f,b,g,k,k,n,n,l,h,p
n,b,u,s,s,g,p,p,k,e
f,b,p,k,k,p,b,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,p,k,k,n,n,l,h,p
n,b,u,s,s,g,g,p,n,e
n,b,u,s,s,g,w,p,n,e
f,b,g,k,k,b,p,l,h,p
f,b,h,k,k,p,p,l,h,p
f,b,p,k,k,p,b,l,h,p
y,n,b,k,s,w,w,e,w,p
f,b,h,k,k,n,n,l,h,p
f,b,g,k,k,p,p,l,h,p
c,n,u,s,s,w,w,p,n,p
f,b,p,k,k,p,b,l,h,p
f,b,p,s,f,w,w,p,h,p
f,b,p,k,k,n,p,l,h,p
f,b,p,k,k,p,p,l,h,p
c,n,u,s,s,w,w,p,k,p
f,b,h,k,k,p,n,l,h,p
n,b,w,s,s,w,p,p,k,e
f,b,h,k,k,p,p,l,h,p
f,b,p,k,k,n,p,l,h,p
f,b,p,k,k,p,b,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,h,k,k,n,b,l,h,p
n,b,u,s,s,g,w,p,k,e
f,b,p,k,k,p,p,l,h,p
n,b,u,s,s,w,p,p,n,e
f,b,h,k,k,b,p,l,h,p
f,b,p,k,k,p,p,l,h,p
f,b,g,k,k,b,b,l,h,p
c,n,u,s,s,w,w,p,k,p
f,b,h,k,k,n,n,l,h,p
n,b,p,s,s,g,w,p,k,e
c,n,u,s,s,w,w,p,k,p
f,b,p,k,k,p,b,l,h,p
f,b,p,k,k,b,n,l,h,p
c,n,u,s,s,w,w,p,n,p
f,b,p,k,k,p,p,l,h,p
f,b,h,k,k,p,n,l,h,p
n,b,p,s,s,g,g,p,k,e
f,b,g,k,k,p,b,l,h,p
f,b,g,k,k,b,p,l,h,p
c,n,g,s,s,w,w,p,n,p
c,n,u,s,s,w,w,p,k,p
n,b,n,s,s,w,p,p,n,e
f,b,h,k,k,b,b,l,h,p
n,b,n,s,s,w,w,p,n,e
n,b,p,s,s,w,w,p,k,e
f,b,p,k,k,b,p,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,g,k,k,p,n,l,h,p
n,b,w,s,s,p,p,p,n,e
f,b,p,k,k,b,p,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,p,k,k,b,n,l,h,p
n,b,u,s,s,w,g,p,n,e
n,b,p,s,s,g,g,p,n,e
f,b,h,k,k,p,n,l,h,p
n,n,h,s,f,w,w,f,h,e
n,b,u,s,s,p,w,p,n,e
f,b,p,k,k,p,p,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,p,k,k,n,p,l,h,p
f,b,g,k,k,p,b,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,h,k,k,n,b,l,h,p
n,b,u,s,s,p,g,p,n,e
f,b,h,k,k,n,p,l,h,p
n,b,p,s,s,g,g,p,n,e
f,b,p,k,k,b,n,l,h,p
f,b,h,k,k,b,b,l,h,p
n,b,n,s,s,w,w,p,n,e
n,b,w,s,s,p,g,p,k,e
f,b,p,k,k,n,p,l,h,p
n,b,w,s,s,p,p,p,k,e
n,b,p,s,s,p,w,p,n,e
f,b,h,k,k,b,b,l,h,p
c,n,u,s,s,w,w,p,k,p
f,b,p,k,k,b,n,l,h,p
y,n,b,k,s,p,p,e,w,p
f,b,p,k,k,b,p,l,h,p
f,b,p,k,k,b,p,l,h,p
n,b,u,s,s,w,p,p,n,e
f,n,b,s,s,p,p,e,w,p
n,b,n,s,s,g,g,p,n,e
n,b,g,s,s,w,w,p,r,p
n,b,w,s,s,g,g,p,k,e
f,b,p,k,k,b,n,l,h,p
n,b,w,s,s,w,g,p,k,e
f,b,p,k,k,p,n,l,h,p
f,b,g,k,k,n,n,l,h,p
f,b,g,k,k,n,p,l,h,p
n,b,u,s,s,p,w,p,n,e
f,b,p,k,k,n,p,l,h,p
f,b,g,k,k,p,b,l,h,p
f,b,g,k,k,n,n,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,p,k,k,n,b,l,h,p
n,b,u,s,s,g,g,p,k,e
f,b,g,k,k,n,p,l,h,p
f,b,h,k,k,n,p,l,h,p
n,b,u,s,s,w,p,p,k,e
f,b,g,k,k,p,p,l,h,p
f,b,h,k,k,b,p,l,h,p
n,b,p,s,s,p,p,p,k,e
f,b,p,k,k,b,p,l,h,p
n,b,p,s,s,g,g,p,k,e
f,b,g,k,k,b,b,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,p,k,k,b,b,l,h,p
c,n,g,s,s,w,w,p,k,p
n,b,w,s,s,g,p,p,k,e
f,b,g,k,k,p,p,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,h,k,k,b,n,l,h,p
n,b,w,s,s,p,w,p,k,e
f,b,p,k,k,b,n,l,h,p
f,b,g,k,k,p,b,l,h,p
n,b,w,s,s,w,g,p,n,e
n,b,w,s,s,p,g,p,k,e
f,b,p,f,f,w,w,p,h,p
f,b,g,k,k,p,n,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,g,k,k,p,b,l,h,p
f,b,h,k,k,b,n,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,p,k,k,n,p,l,h,p
n,b,w,s,s,w,w,p,n,e
f,b,h,k,k,b,n,l,h,p
f,b,p,k,k,p,p,l,h,p
f,b,p,k,k,b,b,l,h,p
n,b,p,s,s,w,p,p,n,e
n,b,p,s,s,p,w,p,n,e
n,b,n,s,s,p,p,p,n,e
f,b,h,k,k,b,n,l,h,p
f,b,h,k,k,b,p,l,h,p
n,b,u,s,s,g,p,p,k,e
f,b,g,k,k,p,b,l,h,p
n,b,u,s,s,g,w,p,n,e
f,b,p,k,k,n,p,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,p,k,k,n,p,l,h,p
n,n,w,f,f,w,n,e,w,e
f,b,h,k,k,n,n,l,h,p
f,b,p,k,k,n,p,l,h,p
f,b,h,k,k,p,n,l,h,p
f,b,p,k,k,p,b,l,h,p
f,b,w,f,s,w,w,p,h,p
f,b,h,k,k,n,n,l,h,p
